"","x"
"2499",15
"2500",15
"2501",13
"2502",13
"2503",15
"2504",15
"2505",15
"2506",15
"2507",15
"2508",15
"2509",15
"2510",15
"2511",15
"2512",15
"2513",16
"2514",15
"2515",15
"2516",15
"2517",15
"2518",15
"2519",13
"2520",15
"2521",15
"2522",15
"2523",15
"2524",15
"2525",15
"2526",15
"2527",15
"2528",15
"2529",15
"2530",15
"2531",15
"2532",15
"2533",15
"2534",5
"2535",15
"2536",15
"2537",5
"2538",15
"2539",15
"2540",5
"2541",16
"2542",15
"2543",15
"2544",15
"2545",15
"2546",15
"2547",15
"2548",15
"2549",15
"2550",15
"2551",15
"2552",15
"2553",15
"2554",15
"2555",15
"2556",15
"2557",15
"2558",15
"2559",15
"2560",15
"2561",16
"2562",15
"2563",15
"2564",15
"2565",15
"2566",15
"2567",5
"2568",15
"2569",15
"2570",15
"2571",15
"2572",5
"2573",15
"2574",15
"2575",15
"2576",15
"2577",15
"2578",15
"2579",15
"2580",15
"2581",15
"2582",15
"2583",15
"2584",15
"2585",15
"2586",15
"2587",15
"2588",15
"2589",15
"2590",15
"2591",15
"2592",15
"2593",15
"2594",15
"2595",5
"2596",15
"2597",15
"2598",15
"2599",15
"2600",15
"2601",15
"2602",15
"2603",15
"2604",15
"2605",15
"2606",5
"2607",15
"2608",15
"2609",15
"2610",15
"2611",15
"2612",15
"2613",15
"2614",15
"2615",15
"2616",15
"2617",15
"2618",15
"2619",15
"2620",15
"2621",15
"2622",15
"2623",15
"2624",15
"2625",15
"2626",15
"2627",15
"2628",16
"2629",15
"2630",15
"2631",13
"2632",15
"2633",15
"2634",15
"2635",15
"2636",15
"2637",15
"2638",15
"2639",15
"2640",15
"2641",15
"2642",15
"2643",15
"2644",15
"2645",15
"2646",15
"2647",15
"2648",13
"2649",15
"2650",15
"2651",15
"2652",15
"2653",15
"2654",15
"2655",15
"2656",15
"2657",15
"2658",15
"2659",15
"2660",15
"2661",15
"2662",15
"2663",15
"2664",15
"2665",15
"2666",15
"2667",15
"2668",15
"2669",15
"2670",15
"2671",15
"2672",15
"2673",15
"2674",15
"2675",15
"2676",15
"2677",15
"2678",15
"2679",15
"2680",15
"2681",15
"2682",15
"2683",15
"2684",16
"2685",15
"2686",15
"2687",15
"2688",15
"2689",15
"2690",15
"2691",13
"2692",15
"2693",15
"2694",15
"2695",15
"2696",15
"2697",15
"2698",5
"2699",15
"2700",15
"2701",15
"2702",15
"2703",15
"2704",15
"2705",15
"2706",15
"2707",15
"2708",15
"2709",15
"2710",15
"2711",15
"2712",15
"2713",15
"2714",15
"2715",15
"2716",15
"2717",15
"2718",15
"2719",15
"2720",15
"2721",15
"2722",15
"2723",15
"2724",15
"2725",15
"2726",15
"2727",15
"2728",15
"2729",15
"2730",15
"2731",13
"2732",15
"2733",15
"2734",15
"2735",15
"2736",15
"2737",15
"2738",15
"2739",15
"2740",15
"2741",15
"2742",15
"2743",15
"2744",15
"2745",15
"2746",15
"2747",15
"2748",15
"2749",15
"2750",16
"2751",15
"2752",15
"2753",15
"2754",15
"2755",15
"2756",15
"2757",15
"2758",15
"2759",15
"2760",15
"2761",15
"2762",15
"2763",15
"2764",15
"2765",15
"2766",15
"2767",5
"2768",15
"2769",15
"2770",15
"2771",5
"2772",15
"2773",15
"2774",15
"2775",15
"2776",15
"2777",15
"2778",15
"2779",15
"2780",15
"2781",15
"2782",15
"2783",15
"2784",15
"2785",15
"2786",15
"2787",15
"2788",15
"2789",13
"2790",15
"2791",15
"2792",15
"2793",15
"2794",15
"2795",15
"2796",15
"2797",15
"2798",16
"2799",15
"2800",15
"2801",15
"2802",13
"2803",15
"2804",15
"2805",15
"2806",15
"2807",15
"2808",15
"2809",15
"2810",15
"2811",15
"2812",15
"2813",15
"2814",15
"2815",15
"2816",15
"2817",15
"2818",13
"2819",15
"2820",15
"2821",15
"2822",15
"2823",15
"2824",15
"2825",15
"2826",15
"2827",15
"2828",15
"2829",15
"2830",15
"2831",15
"2832",15
"2833",15
"2834",15
"2835",15
"2836",15
"2837",15
"2838",15
"2839",15
"2840",15
"2841",15
"2842",16
"2843",15
"2844",15
"2845",13
"2846",15
"2847",15
"2848",15
"2849",15
"2850",15
"2851",15
"2852",15
"2853",15
"2854",15
"2855",15
"2856",15
"2857",15
"2858",15
"2859",15
"2860",15
"2861",16
"2862",15
"2863",15
"2864",15
"2865",15
"2866",15
"2867",15
"2868",15
"2869",15
"2870",15
"2871",15
"2872",15
"2873",15
"2874",15
"2875",15
"2876",15
"2877",15
"2878",15
"2879",15
"2880",15
"2881",15
"2882",13
"2883",15
"2884",15
"2885",15
"2886",15
"2887",15
"2888",16
"2889",15
"2890",15
"2891",13
"2892",15
"2893",16
"2894",15
"2895",15
"2896",15
"2897",15
"2898",15
"2899",15
"2900",15
"2901",15
"2902",15
"2903",15
"2904",5
"2905",15
"2906",15
"2907",15
"2908",15
"2909",15
"2910",15
"2911",15
"2912",15
"2913",15
"2914",15
"2915",15
"2916",15
"2917",15
"2918",15
"2919",15
"2920",15
"2921",15
"2922",15
"2923",15
"2924",15
"2925",15
"2926",15
"2927",5
"2928",15
"2929",15
"2930",15
"2931",15
"2932",15
"2933",15
"2934",15
"2935",15
"2936",15
"2937",15
"2938",5
"2939",15
"2940",15
"2941",15
"2942",15
"2943",15
"2944",15
"2945",15
"2946",15
"2947",15
"2948",15
"2949",15
"2950",15
"2951",15
"2952",15
"2953",15
"2954",15
"2955",15
"2956",15
"2957",15
"2958",15
"2959",15
"2960",15
"2961",15
"2962",15
"2963",15
"2964",15
"2965",15
"2966",15
"2967",13
"2968",15
"2969",15
"2970",15
"2971",15
"2972",15
"2973",15
"2974",15
"2975",15
"2976",15
"2977",15
"2978",15
"2979",15
"2980",15
"2981",15
"2982",15
"2983",15
"2984",15
"2985",15
"2986",15
"2987",15
"2988",15
"2989",15
"2990",15
"2991",5
"2992",15
"2993",15
"2994",15
"2995",15
"2996",15
"2997",15
"2998",15
"2999",15
"3000",15
"3001",15
"3002",5
"3003",15
"3004",5
"3005",16
"3006",15
"3007",15
"3008",15
"3009",15
"3010",5
"3011",15
"3012",15
"3013",15
"3014",16
"3015",15
"3016",15
"3017",5
"3018",5
"3019",15
"3020",15
"3021",15
"3022",15
"3023",15
"3024",15
"3025",15
"3026",15
"3027",16
"3028",5
"3029",15
"3030",15
"3031",15
"3032",15
"3033",15
"3034",15
"3035",5
"3036",15
"3037",15
"3038",16
"3039",15
"3040",15
"3041",5
"3042",5
"3043",15
"3044",15
"3045",15
"3046",15
"3047",15
"3048",16
"3049",15
"3050",15
"3051",15
"3052",15
"3053",16
"3054",15
"3055",15
"3056",15
"3057",15
"3058",16
"3059",16
"3060",15
"3061",5
"3062",16
"3063",5
"3064",15
"3065",5
"3066",15
"3067",15
"3068",15
"3069",16
"3070",5
"3071",15
"3072",15
"3073",15
"3074",5
"3075",15
"3076",5
"3077",15
"3078",15
"3079",5
"3080",15
"3081",15
"3082",15
"3083",5
"3084",15
"3085",15
"3086",5
"3087",15
"3088",5
"3089",15
"3090",5
"3091",5
"3092",5
"3093",15
"3094",5
"3095",15
"3096",16
"3097",15
"3098",16
"3099",15
"3100",15
"3101",15
"3102",15
"3103",5
"3104",5
"3105",16
"3106",15
"3107",15
"3108",15
"3109",15
"3110",5
"3111",16
"3112",15
"3113",15
"3114",15
"3115",15
"3116",15
"3117",15
"3118",15
"3119",16
"3120",16
"3121",15
"3122",15
"3123",5
"3124",15
"3125",16
"3126",15
"3127",15
"3128",15
"3129",15
"3130",15
"3131",15
"3132",15
"3133",15
"3134",15
"3135",15
"3136",15
"3137",15
"3138",15
"3139",5
"3140",15
"3141",15
"3142",5
"3143",15
"3144",15
"3145",15
"3146",15
"3147",15
"3148",16
"3149",16
"3150",15
"3151",15
"3152",15
"3153",5
"3154",15
"3155",15
"3156",15
"3157",16
"3158",15
"3159",15
"3160",5
"3161",15
"3162",5
"3163",16
"3164",15
"3165",5
"3166",16
"3167",5
"3168",15
"3169",5
"3170",16
"3171",15
"3172",15
"3173",15
"3174",5
"3175",16
"3176",15
"3177",15
"3178",15
"3179",15
"3180",5
"3181",15
"3182",16
"3183",16
"3184",15
"3185",15
"3186",15
"3187",15
"3188",5
"3189",5
"3190",15
"3191",5
"3192",16
"3193",15
"3194",5
"3195",15
"3196",15
"3197",15
"3198",15
"3199",15
"3200",5
"3201",15
"3202",5
"3203",15
"3204",15
"3205",15
"3206",5
"3207",15
"3208",15
"3209",5
"3210",16
"3211",15
"3212",5
"3213",15
"3214",15
"3215",15
"3216",15
"3217",15
"3218",15
"3219",16
"3220",15
"3221",15
"3222",15
"3223",15
"3224",15
"3225",15
"3226",15
"3227",5
"3228",16
"3229",15
"3230",15
"3231",15
"3232",5
"3233",16
"3234",5
"3235",15
"3236",5
"3237",15
"3238",15
"3239",15
"3240",5
"3241",15
"3242",15
"3243",16
"3244",5
"3245",15
"3246",5
"3247",5
"3248",15
"3249",5
"3250",15
"3251",15
"3252",15
"3253",15
"3254",16
"3255",15
"3256",15
"3257",15
"3258",15
"3259",16
"3260",5
"3261",15
"3262",15
"3263",16
"3264",15
"3265",5
"3266",5
"3267",15
"3268",15
"3269",16
"3270",5
"3271",16
"3272",15
"3273",15
"3274",15
"3275",5
"3276",15
"3277",16
"3278",5
"3279",15
"3280",15
"3281",5
"3282",5
"3283",16
"3284",15
"3285",5
"3286",15
"3287",15
"3288",15
"3289",15
"3290",15
"3291",15
"3292",15
"3293",16
"3294",15
"3295",15
"3296",16
"3297",15
"3298",15
"3299",5
"3300",15
"3301",5
"3302",15
"3303",15
"3304",15
"3305",5
"3306",15
"3307",16
"3308",15
"3309",15
"3310",15
"3311",15
"3312",15
"3313",15
"3314",5
"3315",15
"3316",15
"3317",15
"3318",15
"3319",15
"3320",15
"3321",15
"3322",15
"3323",16
"3324",5
"3325",15
"3326",15
"3327",16
"3328",16
"3329",5
"3330",15
"3331",15
"3332",16
"3333",15
"3334",15
"3335",5
"3336",15
"3337",15
"3338",16
"3339",15
"3340",5
"3341",15
"3342",5
"3343",15
"3344",15
"3345",15
"3346",15
"3347",16
"3348",15
"3349",15
"3350",5
"3351",15
"3352",16
"3353",5
"3354",15
"3355",15
"3356",15
"3357",15
"3358",16
"3359",5
"3360",16
"3361",15
"3362",15
"3363",5
"3364",5
"3365",15
"3366",16
"3367",16
"3368",15
"3369",15
"3370",15
"3371",15
"3372",16
"3373",5
"3374",15
"3375",15
"3376",15
"3377",15
"3378",15
"3379",15
"3380",5
"3381",15
"3382",16
"3383",15
"3384",15
"3385",15
"3386",15
"3387",15
"3388",15
"3389",16
"3390",5
"3391",16
"3392",15
"3393",15
"3394",16
"3395",15
"3396",16
"3397",15
"3398",16
"3399",15
"3400",5
"3401",16
"3402",15
"3403",5
"3404",16
"3405",15
"3406",16
"3407",15
"3408",15
"3409",15
"3410",15
"3411",15
"3412",16
"3413",15
"3414",15
"3415",15
"3416",15
"3417",15
"3418",5
"3419",16
"3420",15
"3421",15
"3422",16
"3423",15
"3424",15
"3425",15
"3426",5
"3427",16
"3428",15
"3429",15
"3430",15
"3431",15
"3432",15
"3433",5
"3434",15
"3435",15
"3436",16
"3437",15
"3438",5
"3439",15
"3440",5
"3441",15
"3442",16
"3443",15
"3444",16
"3445",16
"3446",15
"3447",16
"3448",5
"3449",15
"3450",15
"3451",15
"3452",5
"3453",16
"3454",5
"3455",16
"3456",15
"3457",15
"3458",16
"3459",15
"3460",15
"3461",15
"3462",15
"3463",15
"3464",16
"3465",15
"3466",5
"3467",15
"3468",15
"3469",16
"3470",16
"3471",15
"3472",15
"3473",15
"3474",5
"3475",15
"3476",15
"3477",15
"3478",16
"3479",15
"3480",5
"3481",15
"3482",15
"3483",15
"3484",16
"3485",16
"3486",15
"3487",15
"3488",15
"3489",5
"3490",15
"3491",5
"3492",15
"3493",5
"3494",15
"3495",15
"3496",15
"3497",5
"3498",15
"3499",15
"3500",15
"3501",16
"3502",15
"3503",15
"3504",15
"3505",15
"3506",15
"3507",5
"3508",15
"3509",5
"3510",15
"3511",15
"3512",5
"3513",15
"3514",5
"3515",15
"3516",16
"3517",15
"3518",15
"3519",15
"3520",15
"3521",15
"3522",16
"3523",5
"3524",15
"3525",15
"3526",16
"3527",15
"3528",15
"3529",15
"3530",15
"3531",15
"3532",16
"3533",15
"3534",5
"3535",15
"3536",15
"3537",16
"3538",15
"3539",15
"3540",5
"3541",15
"3542",15
"3543",15
"3544",16
"3545",5
"3546",15
"3547",15
"3548",16
"3549",15
"3550",15
"3551",15
"3552",15
"3553",15
"3554",15
"3555",16
"3556",15
"3557",5
"3558",16
"3559",15
"3560",5
"3561",16
"3562",15
"3563",15
"3564",15
"3565",15
"3566",5
"3567",15
"3568",5
"3569",15
"3570",15
"3571",5
"3572",15
"3573",5
"3574",15
"3575",15
"3576",15
"3577",15
"3578",15
"3579",15
"3580",15
"3581",15
"3582",5
"3583",15
"3584",16
"3585",15
"3586",15
"3587",15
"3588",15
"3589",15
"3590",15
"3591",16
"3592",15
"3593",15
"3594",15
"3595",5
"3596",15
"3597",15
"3598",5
"3599",15
"3600",5
"3601",15
"3602",15
"3603",15
"3604",15
"3605",5
"3606",16
"3607",5
"3608",5
"3609",5
"3610",15
"3611",5
"3612",15
"3613",15
"3614",15
"3615",5
"3616",15
"3617",16
"3618",15
"3619",15
"3620",15
"3621",15
"3622",5
"3623",5
"3624",15
"3625",15
"3626",5
"3627",15
"3628",16
"3629",15
"3630",15
"3631",5
"3632",15
"3633",16
"3634",5
"3635",15
"3636",5
"3637",15
"3638",15
"3639",15
"3640",15
"3641",15
"3642",15
"3643",15
"3644",15
"3645",5
"3646",15
"3647",15
"3648",5
"3649",5
"3650",5
"3651",15
"3652",15
"3653",5
"3654",5
"3655",5
"3656",15
"3657",16
"3658",15
"3659",5
"3660",15
"3661",15
"3662",5
"3663",15
"3664",16
"3665",15
"3666",15
"3667",15
"3668",5
"3669",15
"3670",15
"3671",16
"3672",15
"3673",15
"3674",15
"3675",15
"3676",5
"3677",15
"3678",15
"3679",15
"3680",16
"3681",15
"3682",15
"3683",15
"3684",16
"3685",5
"3686",15
"3687",5
"3688",16
"3689",15
"3690",15
"3691",15
"3692",15
"3693",16
"3694",15
"3695",5
"3696",15
"3697",15
"3698",16
"3699",15
"3700",16
"3701",15
"3702",5
"3703",15
"3704",16
"3705",5
"3706",15
"3707",15
"3708",16
"3709",5
"3710",15
"3711",5
"3712",15
"3713",15
"3714",5
"3715",15
"3716",15
"3717",15
"3718",15
"3719",5
"3720",15
"3721",15
"3722",15
"3723",15
"3724",15
"3725",5
"3726",16
"3727",5
"3728",15
"3729",15
"3730",15
"3731",15
"3732",15
"3733",15
"3734",15
"3735",5
"3736",15
"3737",15
"3738",5
"3739",16
"3740",16
"3741",15
"3742",5
"3743",16
"3744",15
"3745",15
"3746",15
"3747",5
"3748",15
"3749",15
"3750",15
"3751",5
"3752",16
"3753",15
"3754",16
"3755",16
"3756",5
"3757",15
"3758",15
"3759",5
"3760",15
"3761",15
"3762",15
"3763",15
"3764",15
"3765",15
"3766",15
"3767",15
"3768",15
"3769",15
"3770",15
"3771",15
"3772",15
"3773",15
"3774",15
"3775",15
"3776",5
"3777",15
"3778",15
"3779",15
"3780",15
"3781",15
"3782",5
"3783",15
"3784",5
"3785",15
"3786",15
"3787",15
"3788",5
"3789",15
"3790",15
"3791",5
"3792",15
"3793",16
"3794",15
"3795",16
"3796",15
"3797",16
"3798",15
"3799",15
"3800",15
"3801",15
"3802",16
"3803",15
"3804",15
"3805",16
"3806",15
"3807",16
"3808",15
"3809",5
"3810",15
"3811",5
"3812",15
"3813",15
"3814",15
"3815",16
"3816",5
"3817",15
"3818",15
"3819",15
"3820",15
"3821",15
"3822",15
"3823",5
"3824",15
"3825",15
"3826",15
"3827",16
"3828",15
"3829",15
"3830",5
"3831",15
"3832",16
"3833",15
"3834",16
"3835",5
"3836",5
"3837",15
"3838",15
"3839",15
"3840",15
"3841",5
"3842",15
"3843",15
"3844",5
"3845",15
"3846",16
"3847",15
"3848",15
"3849",15
"3850",15
"3851",15
"3852",15
"3853",16
"3854",15
"3855",5
"3856",15
"3857",15
"3858",15
"3859",16
"3860",16
"3861",15
"3862",15
"3863",15
"3864",15
"3865",5
"3866",16
"3867",15
"3868",15
"3869",16
"3870",16
"3871",15
"3872",5
"3873",16
"3874",5
"3875",16
"3876",15
"3877",16
"3878",15
"3879",16
"3880",16
"3881",15
"3882",16
"3883",16
"3884",15
"3885",15
"3886",16
"3887",15
"3888",16
"3889",15
"3890",5
"3891",5
"3892",15
"3893",5
"3894",15
"3895",5
"3896",5
"3897",15
"3898",15
"3899",16
"3900",15
"3901",5
"3902",5
"3903",5
"3904",5
"3905",16
"3906",5
"3907",5
"3908",5
"3909",5
"3910",5
"3911",15
"3912",5
"3913",5
"3914",5
"3915",15
"3916",15
"3917",15
"3918",5
"3919",5
"3920",5
"3921",15
"3922",5
"3923",15
"3924",15
"3925",15
"3926",5
"3927",5
"3928",5
"3929",15
"3930",5
"3931",5
"3932",5
"3933",5
"3934",5
"3935",5
"3936",16
"3937",5
"3938",15
"3939",15
"3940",16
"3941",5
"3942",5
"3943",15
"3944",15
"3945",5
"3946",15
"3947",5
"3948",5
"3949",15
"3950",5
"3951",5
"3952",5
"3953",5
"3954",16
"3955",16
"3956",5
"3957",5
"3958",5
"3959",15
"3960",14
"3961",5
"3962",15
"3963",5
"3964",5
"3965",5
"3966",5
"3967",5
"3968",5
"3969",5
"3970",16
"3971",5
"3972",5
"3973",15
"3974",15
"3975",5
"3976",16
"3977",5
"3978",5
"3979",16
"3980",15
"3981",5
"3982",16
"3983",14
"3984",5
"3985",9
"3986",5
"3987",5
"3988",5
"3989",5
"3990",15
"3991",5
"3992",5
"3993",5
"3994",16
"3995",16
"3996",5
"3997",14
"3998",5
"3999",15
"4000",5
"4001",15
"4002",5
"4003",15
"4004",15
"4005",5
"4006",5
"4007",15
"4008",5
"4009",15
"4010",15
"4011",15
"4012",5
"4013",15
"4014",5
"4015",5
"4016",5
"4017",5
"4018",5
"4019",15
"4020",15
"4021",5
"4022",5
"4023",5
"4024",6
"4025",5
"4026",5
"4027",16
"4028",5
"4029",14
"4030",5
"4031",5
"4032",16
"4033",5
"4034",15
"4035",5
"4036",5
"4037",5
"4038",5
"4039",5
"4040",15
"4041",5
"4042",15
"4043",5
"4044",5
"4045",5
"4046",16
"4047",5
"4048",15
"4049",16
"4050",5
"4051",5
"4052",16
"4053",5
"4054",5
"4055",15
"4056",5
"4057",5
"4058",16
"4059",16
"4060",15
"4061",5
"4062",15
"4063",15
"4064",5
"4065",5
"4066",5
"4067",5
"4068",5
"4069",15
"4070",5
"4071",5
"4072",5
"4073",5
"4074",15
"4075",15
"4076",5
"4077",4
"4078",15
"4079",5
"4080",5
"4081",5
"4082",5
"4083",5
"4084",5
"4085",5
"4086",5
"4087",5
"4088",15
"4089",5
"4090",15
"4091",5
"4092",5
"4093",15
"4094",15
"4095",5
"4096",15
"4097",15
"4098",5
"4099",16
"4100",5
"4101",6
"4102",5
"4103",5
"4104",15
"4105",6
"4106",15
"4107",10
"4108",15
"4109",5
"4110",15
"4111",5
"4112",5
"4113",5
"4114",15
"4115",5
"4116",5
"4117",5
"4118",5
"4119",5
"4120",5
"4121",5
"4122",15
"4123",5
"4124",5
"4125",15
"4126",5
"4127",5
"4128",15
"4129",5
"4130",15
"4131",5
"4132",5
"4133",5
"4134",16
"4135",15
"4136",5
"4137",5
"4138",5
"4139",15
"4140",5
"4141",5
"4142",15
"4143",15
"4144",14
"4145",5
"4146",5
"4147",5
"4148",5
"4149",5
"4150",5
"4151",15
"4152",5
"4153",5
"4154",5
"4155",15
"4156",15
"4157",15
"4158",5
"4159",5
"4160",15
"4161",5
"4162",15
"4163",5
"4164",5
"4165",5
"4166",8
"4167",5
"4168",5
"4169",5
"4170",5
"4171",14
"4172",5
"4173",5
"4174",5
"4175",5
"4176",5
"4177",15
"4178",5
"4179",5
"4180",15
"4181",5
"4182",5
"4183",5
"4184",15
"4185",5
"4186",5
"4187",15
"4188",15
"4189",5
"4190",5
"4191",5
"4192",5
"4193",5
"4194",5
"4195",14
"4196",15
"4197",6
"4198",15
"4199",16
"4200",16
"4201",6
"4202",5
"4203",5
"4204",14
"4205",5
"4206",5
"4207",5
"4208",5
"4209",5
"4210",5
"4211",5
"4212",5
"4213",5
"4214",5
"4215",5
"4216",5
"4217",14
"4218",5
"4219",5
"4220",5
"4221",5
"4222",5
"4223",5
"4224",5
"4225",15
"4226",5
"4227",5
"4228",5
"4229",5
"4230",5
"4231",5
"4232",5
"4233",14
"4234",5
"4235",5
"4236",5
"4237",5
"4238",5
"4239",5
"4240",5
"4241",5
"4242",5
"4243",5
"4244",5
"4245",5
"4246",14
"4247",5
"4248",14
"4249",5
"4250",5
"4251",5
"4252",5
"4253",5
"4254",15
"4255",5
"4256",5
"4257",5
"4258",5
"4259",5
"4260",5
"4261",5
"4262",5
"4263",16
"4264",5
"4265",5
"4266",5
"4267",5
"4268",5
"4269",5
"4270",5
"4271",5
"4272",5
"4273",5
"4274",5
"4275",5
"4276",5
"4277",8
"4278",5
"4279",5
"4280",5
"4281",5
"4282",5
"4283",5
"4284",9
"4285",5
"4286",5
"4287",5
"4288",5
"4289",5
"4290",5
"4291",5
"4292",9
"4293",5
"4294",5
"4295",5
"4296",5
"4297",5
"4298",5
"4299",5
"4300",5
"4301",5
"4302",5
"4303",5
"4304",5
"4305",5
"4306",15
"4307",5
"4308",5
"4309",5
"4310",5
"4311",5
"4312",5
"4313",5
"4314",5
"4315",5
"4316",5
"4317",5
"4318",5
"4319",5
"4320",5
"4321",5
"4322",5
"4323",5
"4324",5
"4325",5
"4326",5
"4327",4
"4328",5
"4329",5
"4330",6
"4331",5
"4332",7
"4333",5
"4334",5
"4335",5
"4336",5
"4337",5
"4338",5
"4339",5
"4340",5
"4341",5
"4342",15
"4343",5
"4344",5
"4345",5
"4346",5
"4347",5
"4348",5
"4349",5
"4350",14
"4351",5
"4352",5
"4353",5
"4354",5
"4355",5
"4356",5
"4357",5
"4358",9
"4359",5
"4360",5
"4361",5
"4362",5
"4363",5
"4364",5
"4365",0
"4366",14
"4367",5
"4368",5
"4369",5
"4370",5
"4371",5
"4372",5
"4373",5
"4374",5
"4375",14
"4376",15
"4377",6
"4378",5
"4379",5
"4380",15
"4381",9
"4382",5
"4383",5
"4384",5
"4385",5
"4386",5
"4387",5
"4388",5
"4389",5
"4390",5
"4391",5
"4392",5
"4393",5
"4394",5
"4395",5
"4396",5
"4397",4
"4398",5
"4399",5
"4400",5
"4401",5
"4402",5
"4403",5
"4404",5
"4405",5
"4406",5
"4407",5
"4408",5
"4409",5
"4410",5
"4411",15
"4412",14
"4413",5
"4414",5
"4415",5
"4416",5
"4417",5
"4418",15
"4419",5
"4420",9
"4421",5
"4422",5
"4423",5
"4424",5
"4425",15
"4426",5
"4427",5
"4428",5
"4429",5
"4430",6
"4431",5
"4432",5
"4433",5
"4434",5
"4435",5
"4436",5
"4437",5
"4438",5
"4439",16
"4440",5
"4441",14
"4442",5
"4443",5
"4444",5
"4445",15
"4446",5
"4447",5
"4448",5
"4449",5
"4450",5
"4451",5
"4452",15
"4453",5
"4454",5
"4455",5
"4456",5
"4457",5
"4458",5
"4459",5
"4460",9
"4461",5
"4462",6
"4463",5
"4464",5
"4465",5
"4466",5
"4467",5
"4468",5
"4469",5
"4470",14
"4471",5
"4472",5
"4473",5
"4474",5
"4475",5
"4476",5
"4477",5
"4478",5
"4479",5
"4480",5
"4481",15
"4482",5
"4483",5
"4484",5
"4485",5
"4486",5
"4487",5
"4488",5
"4489",5
"4490",5
"4491",5
"4492",8
"4493",5
"4494",5
"4495",7
"4496",5
"4497",14
"4498",9
"4499",6
"4500",16
"4501",5
"4502",5
"4503",5
"4504",5
"4505",5
"4506",5
"4507",5
"4508",5
"4509",5
"4510",5
"4511",5
"4512",5
"4513",5
"4514",5
"4515",5
"4516",5
"4517",5
"4518",5
"4519",5
"4520",9
"4521",5
"4522",5
"4523",6
"4524",5
"4525",5
"4526",5
"4527",5
"4528",5
"4529",5
"4530",5
"4531",5
"4532",5
"4533",5
"4534",4
"4535",9
"4536",5
"4537",5
"4538",5
"4539",5
"4540",5
"4541",5
"4542",5
"4543",5
"4544",5
"4545",5
"4546",5
"4547",5
"4548",5
"4549",14
"4550",10
"4551",5
"4552",5
"4553",5
"4554",5
"4555",5
"4556",5
"4557",15
"4558",4
"4559",5
"4560",5
"4561",5
"4562",5
"4563",5
"4564",5
"4565",5
"4566",5
"4567",5
"4568",5
"4569",5
"4570",5
"4571",15
"4572",5
"4573",5
"4574",5
"4575",5
"4576",5
"4577",5
"4578",5
"4579",5
"4580",5
"4581",5
"4582",5
"4583",5
"4584",16
"4585",5
"4586",5
"4587",5
"4588",5
"4589",5
"4590",5
"4591",5
"4592",5
"4593",5
"4594",5
"4595",5
"4596",5
"4597",5
"4598",5
"4599",5
"4600",5
"4601",5
"4602",5
"4603",5
"4604",5
"4605",5
"4606",5
"4607",5
"4608",5
"4609",5
"4610",5
"4611",6
"4612",9
"4613",5
"4614",5
"4615",5
"4616",5
"4617",5
"4618",5
"4619",5
"4620",5
"4621",5
"4622",5
"4623",5
"4624",5
"4625",5
"4626",5
"4627",5
"4628",5
"4629",16
"4630",14
"4631",15
"4632",5
"4633",5
"4634",5
"4635",15
"4636",5
"4637",5
"4638",5
"4639",5
"4640",5
"4641",5
"4642",14
"4643",5
"4644",5
"4645",5
"4646",5
"4647",5
"4648",4
"4649",5
"4650",5
"4651",5
"4652",5
"4653",15
"4654",5
"4655",5
"4656",5
"4657",5
"4658",5
"4659",5
"4660",5
"4661",5
"4662",14
"4663",9
"4664",4
"4665",5
"4666",5
"4667",5
"4668",5
"4669",5
"4670",5
"4671",5
"4672",5
"4673",5
"4674",9
"4675",5
"4676",5
"4677",5
"4678",5
"4679",5
"4680",5
"4681",5
"4682",5
"4683",5
"4684",5
"4685",5
"4686",5
"4687",5
"4688",5
"4689",5
"4690",5
"4691",5
"4692",5
"4693",5
"4694",5
"4695",5
"4696",5
"4697",15
"4698",5
"4699",5
"4700",14
"4701",5
"4702",5
"4703",16
"4704",5
"4705",14
"4706",5
"4707",5
"4708",5
"4709",10
"4710",14
"4711",5
"4712",5
"4713",5
"4714",5
"4715",5
"4716",5
"4717",5
"4718",4
"4719",5
"4720",15
"4721",5
"4722",5
"4723",6
"4724",5
"4725",5
"4726",5
"4727",5
"4728",5
"4729",5
"4730",5
"4731",5
"4732",5
"4733",15
"4734",5
"4735",15
"4736",5
"4737",5
"4738",5
"4739",5
"4740",5
"4741",5
"4742",5
"4743",5
"4744",5
"4745",5
"4746",5
"4747",5
"4748",5
"4749",5
"4750",16
"4751",5
"4752",5
"4753",5
"4754",5
"4755",5
"4756",5
"4757",5
"4758",5
"4759",5
"4760",5
"4761",5
"4762",5
"4763",5
"4764",5
"4765",5
"4766",5
"4767",5
"4768",5
"4769",5
"4770",5
"4771",5
"4772",5
"4773",5
"4774",5
"4775",5
"4776",5
"4777",5
"4778",9
"4779",5
"4780",16
"4781",5
"4782",5
"4783",5
"4784",15
"4785",5
"4786",5
"4787",5
"4788",5
"4789",15
"4790",5
"4791",5
"4792",5
"4793",5
"4794",5
"4795",5
"4796",5
"4797",5
"4798",5
"4799",5
"4800",15
"4801",14
"4802",6
"4803",14
"4804",5
"4805",5
"4806",5
"4807",9
"4808",5
"4809",5
"4810",5
"4811",5
"4812",5
"4813",9
"4814",5
"4815",7
"4816",5
"4817",5
"4818",6
"4819",5
"4820",5
"4821",14
"4822",5
"4823",5
"4824",5
"4825",9
"4826",5
"4827",7
"4828",5
"4829",14
"4830",5
