"","V1A11","V1A12","V1A13","V1A14","V2","V3A31","V3A32","V3A33","V3A34","V4A41","V4A410","V4A42","V4A43","V4A44","V4A45","V4A46","V4A48","V4A49","V5","V6A62","V6A63","V6A64","V6A65","V7A72","V7A73","V7A74","V7A75","V8","V9A92","V9A93","V9A94","V10A102","V10A103","V11","V12A122","V12A123","V12A124","V13","V14A142","V14A143","V15A152","V15A153","V16","V17A172","V17A173","V17A174","V18","V19A192","V20A202"
"133",0,0,0,1,15,0,1,0,0,0,0,1,0,0,0,0,0,0,2708,0,0,0,0,1,0,0,0,2,0,1,0,0,0,3,1,0,0,27,0,0,1,0,2,1,0,0,1,0,0
"134",0,0,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,1984,0,0,0,0,0,1,0,0,4,0,1,0,0,0,4,0,0,1,47,0,0,0,1,2,0,1,0,1,0,0
"135",0,0,0,1,60,0,1,0,0,0,0,0,1,0,0,0,0,0,10144,1,0,0,0,0,0,1,0,2,1,0,0,0,0,4,0,0,0,21,0,1,1,0,1,0,1,0,1,1,0
"136",0,0,0,1,12,0,0,0,1,0,0,0,1,0,0,0,0,0,1240,0,0,0,1,0,0,0,1,4,1,0,0,0,0,2,0,0,0,38,0,1,1,0,2,0,1,0,1,1,0
"137",0,0,0,1,27,0,0,1,0,1,0,0,0,0,0,0,0,0,8613,0,0,1,0,0,1,0,0,2,0,1,0,0,0,2,0,1,0,27,0,1,1,0,2,0,1,0,1,0,0
"138",0,1,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,766,0,1,0,0,0,1,0,0,4,0,1,0,0,0,3,0,0,0,66,0,1,1,0,1,1,0,0,1,0,0
"139",0,1,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,0,2728,0,0,0,1,0,0,1,0,4,0,1,0,0,1,2,0,0,0,35,0,0,1,0,3,0,1,0,1,1,0
"140",0,0,1,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1881,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,1,0,44,0,1,0,0,1,1,0,0,1,1,0
"141",0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,709,0,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,27,0,1,1,0,1,0,0,0,1,0,1
"142",0,1,0,0,36,0,1,0,0,0,0,0,1,0,0,0,0,0,4795,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,1,30,0,1,1,0,1,0,0,1,1,1,0
"143",1,0,0,0,27,0,1,0,0,0,0,0,1,0,0,0,0,0,3416,0,0,0,0,0,1,0,0,3,0,1,0,0,0,2,0,1,0,27,0,1,1,0,1,0,0,1,1,0,0
"144",1,0,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,2462,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,1,0,22,0,1,1,0,1,0,1,0,1,0,0
"145",0,0,0,1,21,0,0,0,1,0,0,1,0,0,0,0,0,0,2288,0,0,0,0,1,0,0,0,4,1,0,0,0,0,4,1,0,0,23,0,1,1,0,1,0,1,0,1,1,0
"146",0,1,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,1,3566,1,0,0,0,0,0,1,0,4,0,1,0,0,0,2,0,1,0,30,0,1,1,0,1,0,1,0,1,0,0
"147",1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,1,39,0,1,1,0,2,0,1,0,1,1,0
"148",0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,682,1,0,0,0,0,0,1,0,4,1,0,0,0,0,3,0,1,0,51,0,1,1,0,2,0,1,0,1,1,0
"149",1,0,0,0,36,0,0,0,1,0,0,1,0,0,0,0,0,0,5371,0,0,0,0,0,1,0,0,3,0,1,0,0,1,2,1,0,0,28,0,1,1,0,2,0,1,0,1,0,0
"150",0,0,0,1,18,0,0,0,1,0,0,0,1,0,0,0,0,0,1582,0,0,1,0,0,0,0,1,4,0,1,0,0,0,4,0,1,0,46,0,1,1,0,2,0,1,0,1,0,0
"151",0,0,0,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,1346,1,0,0,0,0,0,0,1,2,0,1,0,0,0,4,0,0,1,42,0,0,0,1,1,0,1,0,2,1,0
"152",0,0,0,1,10,0,1,0,0,0,0,0,1,0,0,0,0,0,1924,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,1,0,0,38,0,1,1,0,1,0,1,0,1,1,1
"153",0,0,1,0,36,0,1,0,0,0,0,0,1,0,0,0,0,0,5848,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,0,1,0,24,0,1,1,0,1,0,1,0,1,0,0
"154",0,1,0,0,24,0,0,0,1,1,0,0,0,0,0,0,0,0,7758,0,0,1,0,0,0,0,1,2,1,0,0,0,0,4,0,0,1,29,0,1,0,0,1,0,1,0,1,0,0
"155",0,1,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,6967,1,0,0,0,0,0,1,0,4,0,1,0,0,0,4,0,1,0,36,0,1,0,0,1,0,0,1,1,1,0
"156",1,0,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1282,0,0,0,0,0,1,0,0,2,1,0,0,0,0,4,0,1,0,20,0,1,0,0,1,0,1,0,1,0,0
"157",1,0,0,0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,1288,1,0,0,0,0,0,0,1,3,0,1,0,0,1,4,0,0,0,48,0,1,1,0,2,0,1,0,2,0,1
"158",1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,339,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,1,0,45,0,0,1,0,1,1,0,0,1,0,0
"159",0,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,3512,1,0,0,0,0,0,1,0,2,0,1,0,0,0,3,0,1,0,38,0,0,1,0,2,0,1,0,1,1,0
"160",0,0,0,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1898,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,34,0,1,1,0,2,1,0,0,2,0,0
"161",0,0,0,1,24,0,0,0,1,0,0,0,1,0,0,0,0,0,2872,1,0,0,0,0,0,0,1,3,0,1,0,0,0,4,0,0,0,36,0,1,1,0,1,0,1,0,2,1,0
"162",0,0,0,1,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1055,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,1,0,0,30,0,1,1,0,2,0,1,0,1,0,0
"163",0,0,0,1,15,0,1,0,0,0,0,0,0,1,0,0,0,0,1262,0,1,0,0,0,0,1,0,4,0,1,0,0,0,3,1,0,0,36,0,1,1,0,2,0,1,0,1,1,0
"164",0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,7308,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,0,1,70,0,0,0,1,1,0,0,1,1,1,0
"165",0,0,0,1,36,0,1,0,0,0,0,0,0,0,0,0,0,0,909,0,1,0,0,0,0,0,1,4,0,1,0,0,0,4,1,0,0,36,0,1,1,0,1,0,1,0,1,0,0
"166",0,0,0,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,2978,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,32,0,1,1,0,1,0,1,0,1,1,0
"167",1,0,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,1,0,33,0,1,1,0,1,0,1,0,1,0,0
"168",0,1,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,1577,0,0,1,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,20,0,1,1,0,1,0,1,0,1,0,0
"169",0,0,0,1,24,0,1,0,0,0,0,1,0,0,0,0,0,0,3972,0,0,0,0,0,0,1,0,2,1,0,0,0,0,4,1,0,0,25,0,1,0,0,1,0,1,0,1,1,0
"170",0,1,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,1935,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,0,31,0,1,1,0,2,0,1,0,1,1,0
"171",1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,1,4,0,1,0,0,0,3,0,1,0,33,0,1,0,0,2,0,1,0,2,0,0
"172",0,0,0,1,12,0,1,0,0,0,0,1,0,0,0,0,0,0,763,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,26,0,1,1,0,1,0,1,0,1,1,0
"173",0,1,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,2064,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,34,0,1,1,0,1,0,0,1,1,1,0
"174",0,1,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,1414,0,0,0,0,0,1,0,0,4,0,1,0,0,1,2,0,0,0,33,0,1,1,0,1,0,1,0,1,0,1
"175",1,0,0,0,21,0,0,1,0,0,0,0,0,0,0,1,0,0,3414,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,26,0,1,1,0,2,0,1,0,1,0,0
"176",0,0,0,1,30,1,0,0,0,1,0,0,0,0,0,0,0,0,7485,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,53,0,0,1,0,1,0,0,1,1,1,0
"177",1,0,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,2577,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,42,0,1,1,0,1,0,1,0,1,0,0
"178",1,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,338,0,1,0,0,0,0,0,1,4,0,1,0,0,0,4,0,1,0,52,0,1,1,0,2,0,1,0,1,0,0
"179",0,0,0,1,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1963,0,0,0,0,0,0,1,0,4,0,1,0,0,0,2,0,1,0,31,0,1,0,0,2,0,0,1,2,1,0
"180",1,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,0,0,65,0,1,1,0,2,0,1,0,1,0,0
"181",0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,1,9572,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,28,0,1,1,0,2,0,1,0,1,0,0
"182",0,1,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,4455,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,30,1,0,1,0,2,0,0,1,1,1,0
"183",1,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1647,0,0,0,1,0,1,0,0,4,0,1,0,0,0,2,1,0,0,40,0,1,1,0,2,1,0,0,2,0,0
"184",0,0,0,1,24,0,0,0,1,0,0,1,0,0,0,0,0,0,3777,0,0,1,0,0,1,0,0,4,0,1,0,0,0,4,0,0,0,50,0,1,1,0,1,0,1,0,1,1,0
"185",0,1,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,1,0,36,0,0,1,0,1,0,1,0,2,1,0
"186",0,0,0,1,15,0,0,0,1,0,0,0,1,0,0,0,0,0,1360,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,1,0,0,31,0,1,1,0,2,0,1,0,1,0,0
"187",0,1,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,5129,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4,0,0,1,74,0,0,0,1,1,0,0,1,2,1,0
"188",0,1,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,1,0,68,0,1,0,1,3,0,0,0,1,1,0
"189",1,0,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,674,1,0,0,0,0,0,1,0,4,0,0,1,0,0,1,1,0,0,20,0,1,1,0,1,0,1,0,1,0,0
"190",0,1,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,3244,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4,0,1,0,33,0,0,1,0,2,0,1,0,1,1,0
"191",0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,1,4591,0,0,1,0,0,1,0,0,2,0,1,0,0,0,3,1,0,0,54,0,1,1,0,3,0,0,1,1,1,0
"192",0,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,3844,1,0,0,0,0,0,1,0,4,0,1,0,0,0,4,0,0,1,34,0,1,0,1,1,1,0,0,2,0,0
"193",0,1,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,1,3915,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,1,0,36,0,1,1,0,1,0,1,0,2,1,0
"194",0,0,0,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,2108,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,29,0,1,0,0,1,0,1,0,1,0,0
"195",0,1,0,0,45,0,1,0,0,0,0,0,1,0,0,0,0,0,3031,1,0,0,0,0,1,0,0,4,0,1,0,0,1,4,1,0,0,21,0,1,0,0,1,0,1,0,1,0,0
"196",0,1,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1501,0,0,0,0,0,0,0,1,2,1,0,0,0,0,3,0,1,0,34,0,1,1,0,2,0,0,1,1,1,0
"197",0,0,0,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1382,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,28,0,1,1,0,2,0,1,0,1,1,0
"198",0,1,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,951,1,0,0,0,1,0,0,0,4,1,0,0,0,0,4,0,1,0,27,0,0,0,0,4,0,1,0,1,0,0
"199",0,1,0,0,24,0,1,0,0,1,0,0,0,0,0,0,0,0,2760,0,0,0,1,0,0,0,1,4,0,1,0,0,0,4,0,0,1,36,0,0,0,1,1,0,1,0,1,1,0
"200",0,1,0,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,4297,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,1,40,0,1,1,0,1,0,0,1,1,1,0
"201",0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,1,0,0,936,0,1,0,0,0,0,0,1,4,0,1,0,0,0,2,0,1,0,52,0,1,1,0,2,0,1,0,1,1,0
"202",1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,1,0,0,4,0,0,1,0,0,3,0,0,0,27,0,1,1,0,1,1,0,0,1,0,0
"203",0,0,0,1,27,0,0,1,0,0,0,0,0,0,0,0,0,1,5117,0,0,0,0,0,0,1,0,3,0,1,0,0,0,4,0,1,0,26,0,1,1,0,2,0,1,0,1,0,0
"204",1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,902,0,0,0,0,0,0,1,0,4,0,0,1,0,0,4,1,0,0,21,0,1,0,0,1,0,1,0,1,0,0
"205",0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1495,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,0,38,0,1,1,0,2,1,0,0,2,0,0
"206",1,0,0,0,30,0,0,0,1,1,0,0,0,0,0,0,0,0,10623,0,0,0,0,0,0,0,1,3,0,1,0,0,0,4,0,0,1,38,0,1,0,1,3,0,0,1,2,1,0
"207",0,0,0,1,12,0,0,0,1,0,0,1,0,0,0,0,0,0,1935,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,0,0,43,0,1,1,0,3,0,1,0,1,1,0
"208",0,1,0,0,12,0,0,0,1,0,0,0,0,1,0,0,0,0,1424,0,0,0,0,0,0,1,0,4,0,1,0,0,0,3,1,0,0,26,0,1,1,0,1,0,1,0,1,0,0
"209",1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,1,6568,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,1,0,21,1,0,1,0,1,1,0,0,1,0,0
"210",0,0,0,1,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1413,0,0,1,0,0,0,1,0,3,0,1,0,0,0,2,1,0,0,55,0,1,1,0,1,0,1,0,1,0,1
"211",0,0,0,1,9,0,0,0,1,0,0,0,1,0,0,0,0,0,3074,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,33,0,1,1,0,2,0,1,0,2,0,0
"212",0,0,0,1,36,0,1,0,0,0,0,0,1,0,0,0,0,0,3835,0,0,0,1,0,0,0,1,2,1,0,0,0,0,4,0,0,0,45,0,1,1,0,1,1,0,0,1,1,0
"213",1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,5293,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,1,0,0,50,1,0,1,0,2,0,1,0,1,1,0
"214",0,0,1,0,30,0,0,1,0,0,0,0,0,0,0,0,0,1,1908,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,0,0,66,0,1,1,0,1,0,0,1,1,1,0
"215",0,0,0,1,36,0,0,0,1,0,0,0,1,0,0,0,0,0,3342,0,0,0,1,0,0,0,1,4,0,1,0,0,0,2,0,1,0,51,0,1,1,0,1,0,1,0,1,1,0
"216",0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,932,0,0,0,1,0,0,1,0,1,1,0,0,0,0,3,1,0,0,39,0,1,1,0,2,1,0,0,1,0,0
"217",1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,3104,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,1,0,0,31,0,0,1,0,1,0,1,0,1,1,0
"218",0,0,1,0,36,0,1,0,0,0,0,0,1,0,0,0,0,0,3913,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,23,0,1,1,0,1,0,1,0,1,1,0
"219",1,0,0,0,24,0,1,0,0,0,0,1,0,0,0,0,0,0,3021,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,24,0,1,0,0,1,1,0,0,1,0,0
"220",0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1364,0,0,0,0,0,1,0,0,2,1,0,0,0,0,4,0,1,0,64,0,1,1,0,1,0,1,0,1,1,0
"221",0,1,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,625,0,0,0,0,1,0,0,0,4,0,0,1,0,1,1,0,0,0,26,0,0,1,0,1,1,0,0,1,0,0
"222",1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,1200,0,0,0,1,0,1,0,0,4,1,0,0,0,0,4,1,0,0,23,0,0,0,0,1,0,1,0,1,1,0
"223",0,0,0,1,12,0,1,0,0,0,0,0,1,0,0,0,0,0,707,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,0,0,30,0,0,1,0,2,0,1,0,1,0,0
"224",0,0,0,1,24,0,0,1,0,0,0,0,0,0,0,0,0,1,2978,0,0,0,1,0,1,0,0,4,0,1,0,0,0,4,0,0,0,32,0,1,1,0,2,0,1,0,2,1,0
"225",0,0,0,1,15,0,1,0,0,1,0,0,0,0,0,0,0,0,4657,0,0,0,0,0,1,0,0,3,0,1,0,0,0,2,0,1,0,30,0,1,1,0,1,0,1,0,1,1,0
"226",0,0,0,1,36,0,0,0,0,0,0,0,0,0,1,0,0,0,2613,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,1,0,27,0,1,1,0,2,0,1,0,1,0,0
"227",0,1,0,0,48,0,1,0,0,0,0,0,1,0,0,0,0,0,10961,0,0,1,0,0,0,1,0,1,0,1,0,1,0,2,0,0,1,27,0,0,1,0,2,0,1,0,1,1,0
"228",1,0,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,7865,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,0,1,53,0,1,0,1,1,0,0,1,1,1,0
"229",0,0,0,1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,1478,0,0,0,0,0,0,1,0,4,0,1,0,0,0,2,0,1,0,22,0,1,1,0,1,0,1,0,1,0,0
"230",1,0,0,0,24,0,1,0,0,0,0,1,0,0,0,0,0,0,3149,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,0,1,22,0,0,0,1,1,0,1,0,1,0,0
"231",0,0,1,0,36,0,1,0,0,0,0,0,1,0,0,0,0,0,4210,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,1,0,26,0,1,1,0,1,0,1,0,1,0,0
"232",0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2507,0,1,0,0,0,0,0,1,2,0,1,0,0,0,4,0,0,1,51,0,1,0,1,1,1,0,0,1,0,0
"233",0,0,0,1,12,0,1,0,0,0,0,0,1,0,0,0,0,0,2141,1,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,1,35,0,1,1,0,1,0,1,0,1,0,0
"234",0,1,0,0,18,0,1,0,0,0,0,0,1,0,0,0,0,0,866,0,0,0,0,0,1,0,0,4,0,0,1,0,1,2,0,0,0,25,0,1,1,0,1,1,0,0,1,0,0
"235",0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1544,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,42,0,1,1,0,3,1,0,0,2,0,0
"236",1,0,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,1823,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,1,0,30,1,0,1,0,1,0,0,1,2,0,0
"237",0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,14555,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,23,0,1,1,0,1,0,0,0,1,1,0
"238",0,1,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,1,2767,1,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,1,0,61,0,0,0,0,2,1,0,0,1,0,0
"239",0,0,0,1,12,0,0,0,1,0,0,0,1,0,0,0,0,0,1291,0,0,0,0,0,1,0,0,4,1,0,0,0,0,2,1,0,0,35,0,1,1,0,2,0,1,0,1,0,0
"240",1,0,0,0,30,0,1,0,0,0,0,0,1,0,0,0,0,0,2522,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,1,0,0,39,0,1,1,0,1,0,1,0,2,0,0
"241",1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,1,0,0,0,1,4,1,0,0,0,0,2,0,1,0,29,0,0,1,0,1,0,1,0,1,0,0
"242",0,0,0,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,1595,0,0,0,0,0,0,1,0,3,0,1,0,0,0,2,1,0,0,51,0,1,1,0,1,0,1,0,2,0,0
"243",1,0,0,0,48,0,0,0,0,1,0,0,0,0,0,0,0,0,4605,0,0,0,0,0,0,0,1,3,0,1,0,0,0,4,0,0,1,24,0,1,0,1,2,0,1,0,2,0,0
"244",0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,1185,0,0,0,0,0,1,0,0,3,1,0,0,0,0,2,0,0,0,27,0,1,1,0,2,0,1,0,1,0,0
"245",0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,3447,0,1,0,0,0,1,0,0,4,1,0,0,0,0,3,0,0,0,35,0,1,1,0,1,1,0,0,2,0,0
"246",0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,1,1258,0,0,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,0,25,0,1,1,0,1,0,1,0,1,1,0
"247",0,0,0,1,12,0,0,0,1,0,0,0,1,0,0,0,0,0,717,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,0,0,52,0,1,1,0,3,0,1,0,1,0,0
"248",0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,1,0,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,1,35,0,0,0,0,1,0,1,0,1,0,1
"249",0,0,1,0,24,0,1,0,0,0,0,1,0,0,0,0,0,0,1925,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,26,0,1,1,0,1,0,1,0,1,0,0
"250",0,0,0,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0,433,0,0,0,0,0,0,0,0,3,1,0,0,1,0,4,0,0,0,22,0,1,0,0,1,0,1,0,1,0,0
"251",1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,666,0,0,1,0,0,0,1,0,3,1,0,0,0,0,4,0,0,0,39,0,1,1,0,2,1,0,0,1,1,0
"252",0,0,1,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,2251,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,1,0,46,0,1,1,0,1,1,0,0,1,0,0
"253",0,1,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,1,0,0,4,1,0,0,0,1,2,0,0,1,24,0,0,1,0,1,0,1,0,1,0,0
"254",0,0,0,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,4151,1,0,0,0,0,1,0,0,2,0,1,0,0,0,3,1,0,0,35,0,1,1,0,2,0,1,0,1,0,0
"255",0,1,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,2030,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,24,0,1,1,0,1,0,1,0,1,1,0
"256",0,1,0,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,7418,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,27,0,1,1,0,1,1,0,0,1,0,0
"257",0,0,0,1,24,0,0,0,1,0,0,0,1,0,0,0,0,0,2684,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,0,0,35,0,1,1,0,2,1,0,0,1,0,0
"258",1,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,2149,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,1,29,0,1,0,1,1,0,1,0,1,0,0
"259",0,0,0,1,15,0,1,0,0,1,0,0,0,0,0,0,0,0,3812,1,0,0,0,1,0,0,0,1,1,0,0,0,0,4,0,1,0,23,0,1,1,0,1,0,1,0,1,1,0
"260",0,0,0,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,1154,1,0,0,0,0,0,0,0,4,1,0,0,0,0,4,0,0,0,57,0,1,1,0,3,1,0,0,1,0,0
"261",1,0,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1657,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,27,0,1,1,0,1,0,1,0,1,0,0
"262",1,0,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,1603,0,0,0,0,0,0,0,1,4,1,0,0,0,0,4,0,1,0,55,0,1,1,0,1,0,1,0,1,0,0
"263",1,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,5302,0,0,0,0,0,0,0,1,2,0,1,0,0,0,4,0,0,1,36,0,1,0,1,3,0,0,1,1,1,0
"264",0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,1,0,0,2748,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4,0,0,1,57,0,0,0,1,3,1,0,0,1,0,0
"265",0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1231,0,0,0,0,0,0,0,1,3,0,1,0,0,0,4,0,0,0,32,0,1,1,0,2,1,0,0,2,0,1
"266",0,1,0,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,802,0,0,0,0,0,0,0,1,4,0,1,0,0,0,3,0,1,0,37,0,1,1,0,1,0,1,0,2,0,0
"267",0,0,0,1,36,0,0,0,1,0,0,0,0,0,0,0,0,1,6304,0,0,0,1,0,0,0,1,4,0,1,0,0,0,4,0,0,0,36,0,1,1,0,2,0,1,0,1,0,0
